id,tweet_text,tweet_date,sentiment,query_used
1044182141066776577,Oi gente! :) Como vocês estão? Vou aproveitar que estou com net e horário vago de aula pra votar. Vou colocar uns trechos das minhas frases favoritas. Vamos? #MPN #BTSARMY #BTS @BTS_twt https://t.co/bs0Ah9a5OL,Mon Sep 24 11:09:57 +0000 2018,1,:)
1044144080018657280,@suportbangtan @Juliana87156255 @BTS_twt #BTS #MPN #BTSARMY Gente vocês sabiam que nosso corpo serve de motel para as bactérias?tem várias delas fazendo coisinha dentro de vc :) bom dia KKKKKK❤ VOTEEEM,Mon Sep 24 08:38:42 +0000 2018,1,:)
1043724757869432832,"Já votastes na musa hoje amigos??? :) @Tatawerneck Entre no site abaixo e vote na Tata na categoria ""Artista de TV Favorito"". E/ou use as tags #MPN #TataWerneck aqui no twitter (rt também conta como voto). Vamos votar porque ela merece :) https://t.co/wS4uOP9U6K",Sun Sep 23 04:52:28 +0000 2018,1,:)
1043723951103467520,Hoje estava lavando a louça e quebrei um prato eu fiquei tão empolgada ouvindo So What. Tive que esconde o prato quebrado na lixeira da vizinha para minha mãe não ver e briga comigo. Sou uma ótimo filha :) #BTS #BTSARMY #MPN @BTS_twt,Sun Sep 23 04:49:16 +0000 2018,1,:)
1043702632630636544,Colhem o que plantam :) #MPN #BTSARMY #BTS @BTS_twt,Sun Sep 23 03:24:33 +0000 2018,1,:)
1043689097842298881,@Caskettiana Foi mal :D #AFazenda10 me prendeu aqui :P,Sun Sep 23 02:30:46 +0000 2018,1,:)
1043688339386392577,"Oi Hoseok estou gostando da sua audácia, continue :)) #MPN #BTSARMY #BTS⁠ ⁠ @BTS_twt https://t.co/dVBomfDSrh",Sun Sep 23 02:27:45 +0000 2018,1,:)
1043685992144736256,"Gente, a edição não vai mostrar o Stronda sendo escroto, pq foi mt pesado oq ele falou..e tem q render esse assunto ainda mais qnd a Prado souber td pela ela vai AH SE VAI quem assiste no ao vivo tem td :) #AFazenda10",Sun Sep 23 02:18:25 +0000 2018,1,:)
1043678262906572800,@gogoarmys_ @BTS_twt Eu gosto de Jovens Titãs :) #MPN #BTS #BTSARMY @BTS_twt,Sun Sep 23 01:47:43 +0000 2018,1,:)
1043669307727781889,@capoperisada @BTS_twt Eu amo muito vocês :) #BTS #BTSARMY #MPN @BTS_twt,Sun Sep 23 01:12:08 +0000 2018,1,:)
1043327593024499712,Eu quando recebo elogios :D #NadjaGuerreira #AFazenda10 https://t.co/3zvklLNeSZ,Sat Sep 22 02:34:16 +0000 2018,1,:)
1043327261242482688,@streambtsbr @cidade99 @BTS_twt Coreia :) #MPN #BTSARMY #BTS⁠ ⁠ @BTS_twt,Sat Sep 22 02:32:57 +0000 2018,1,:)
1043322146821472256,Assistindo #AFazenda10 :),Sat Sep 22 02:12:38 +0000 2018,1,:)
1043320445351747585,Assine o PlayPlus e acompanhe #AFazenda10 24 horas por dia :) Baixe já o aplicativo!,Sat Sep 22 02:05:52 +0000 2018,1,:)
1043307767715508224,"ESSA GABI É SO PROMESSA KKKKKKKKKKK os fãs falam falam comentam comentam e não vi ela fazendo nada, ela não tá no ex reality com um monte de quenguinha desesperada por rola recém saído do colegial mais não pessoas :) #afazenda10",Sat Sep 22 01:15:30 +0000 2018,1,:)
1043301280314208256,"Ana Paula: ""O uber já chegou?"" espero que tenha pedido com o código OLHAELA, hein rsrs :) #AFazenda10",Sat Sep 22 00:49:43 +0000 2018,1,:)
1043265666659299328,"@BTSxCENT @blink102fm @BTS_twt @NICKIMINAJ @BTSxSUD @BTSxNORTE @BTSxSUL @BTSxBRAZIL @BTSxNORD Boa noite @blink102fm, eu gostaria que vocês tocassem ""IDOL"" - @BTS_twt com @NICKIMINAJ. Obg :)) #MPN #BTSARMY #BTS⁠ ⁠ @BTS_twt",Fri Sep 21 22:28:12 +0000 2018,1,:)
1043249047946096640,"Eu adimiro muito as soft stans do Hobi pq POHA, ele não facilita a vida de ninguém não viu Kkkkkkk Ultimamente o Hoseok ta o próprio diabo, o fogo no rabo consumiu ele por completo (to reclamando não continue rsrs) Felizmente soft e hard stan :) #MPN #BTS #BTSARMY @BTS_twt",Fri Sep 21 21:22:10 +0000 2018,1,:)
1043232036071374848,"@forca_army @BTS_twt Ah, sim. Obrigada! :) #BTS #MPN #BTSARMY @BTS_twt",Fri Sep 21 20:14:34 +0000 2018,1,:)
1043218051641036800,@culturejimin @BTS_twt Os memes do Tannie são os melhores e só a minha opinião importa :) @BTS_twt #BTS #BTSARMY #MPN https://t.co/WvECyYCB6C,Fri Sep 21 19:19:00 +0000 2018,1,:)
1043212973840453633,@shoseokk @BTS_twt Ata q bom :) #MPN #BTS #BTSARMY @BTS_twt,Fri Sep 21 18:58:49 +0000 2018,1,:)
1043158640176316416,Votem votem votem :) Já votei no #MPN! https://t.co/S0nhouStv3 #TataWerneck,Fri Sep 21 15:22:55 +0000 2018,1,:)
1043155404920946688,vou pra escola hj não mo preguiça :) #MPN #BTSARMY #BTS @BTS_twt,Fri Sep 21 15:10:04 +0000 2018,1,:)
1042969750110920705,TIMES DE FUTEBOL! :D #MPN #MarianaNolasco,Fri Sep 21 02:52:20 +0000 2018,1,:)
1042622148177784832,• são cinco votos diários e essa pré votação se encerra no dia 17 de outubro não se esqueçam de todo dia entrar no site para deixar seus votinhos meus consagrado :) #MPN #BTSARMY #BTS @BTS_twt,Thu Sep 20 03:51:05 +0000 2018,1,:)
1042604361598287872,"to vendo a fazenda , :) por causa de quem? @LeoSchulzWOW #AFazenda10",Thu Sep 20 02:40:25 +0000 2018,1,:)
1042591576373977088,#AFazenda10 começou e parei tudo o que eu tava fazendo. :D,Thu Sep 20 01:49:36 +0000 2018,1,:)
1042580941418508289,boa noite. :) #MPN #BTS #BTSARMY @BTS_twt,Thu Sep 20 01:07:21 +0000 2018,1,:)
1042580756655206400,só o BTS pra me fazer ficar feliz mesmo aaaa :) eu amo os homens certos #MPN #BTS #BTSARMY @BTS_twt,Thu Sep 20 01:06:37 +0000 2018,1,:)
1042576285594279936,@PVictormon Obrigaaaaado! :) #AFazenda10,Thu Sep 20 00:48:51 +0000 2018,1,:)
1042567454533279744,@armyarquivo @BTS_twt Eu to morrendo de dor de cabeça e só queria morrer :) . #BTSARMY #MPN #BTS,Thu Sep 20 00:13:45 +0000 2018,1,:)
1042566145998508032,acho que agr já devemos estar com 10M :)) #MPN #BTSARMY #BTS @BTS_twt https://t.co/RU4Ai9RoZt,Thu Sep 20 00:08:33 +0000 2018,1,:)
1042528103938052096,"RECUPEREI ESSA CONTA!!! :D Pra qm não sabe, eu sou o Mairlon do @metamorfosemari e essa conta era dedicada à atriz @digdutra , q fazia a personagem Maria da Abadia , no Zorra Total, entre 2008-2011. Agr q consegui recuperá-la, vou usá-la pra ajudar a @MarianaNolasco no #MPN ! :D",Wed Sep 19 21:37:23 +0000 2018,1,:)
1042523962989846528,Um rt para ajudar esse neném :) #MPN #MarianaNolasco https://t.co/lLosuB1jze,Wed Sep 19 21:20:56 +0000 2018,1,:)
1042486269153095685,"ai gnt não gosto de votar por aqui, sorry! mas tô lá no site :) #MPN #MarianaNolasco",Wed Sep 19 18:51:09 +0000 2018,1,:)
